target	offset_start	offset_end	context	sense	comments		
shoal	119	124	"The South China Sea is home to a myriad of competing territorial claims, most notably the Spratly Islands south of the shoal, an island chain claimed by China, the Philippines, Vietnam, Brunei, Malaysia and Taiwan."	RAISED AREA | Geography: banks & embankments ['shoal']	-		
Shoal	164	169	Philippine Foreign Secretary Albert Del Rosario said he met with Chinese Ambassador Ma Keqing and both reaffirmed their governments' positions that the Scarborough Shoal where the ships are facing off was part of their own country's territory and neither was ready to stand down.	RAISED AREA | Geography: banks & embankments ['shoal']	MWE | Scarborough Shoal		
Shoal	122	127	Albert Del Rosario said he met ambassador Ma Keqing and both reaffirmed their governments' positions that the Scarborough Shoal where the ships are facing off was part of their own country's territory.	RAISED AREA | Geography: banks & embankments ['shoal']	MWE | Scarborough Shoal		
Shoal	135	140	"The DFA said a Philippine Navy surveillance aircraft monitored eight Chinese fishing vessels anchored inside the Panatag (Scarborough) Shoal in the West Philippine Sea on Sunday, April 8."	RAISED AREA | Geography: banks & embankments ['shoal']	MWE | Scarborough Shoal		
Shoal	61	66	"Also, the statement claims that the Huangyan Island (Panatag Shoal, its Philippine name) is an integral part of Chinese territory."	RAISED AREA | Geography: banks & embankments ['shoal']	MWE | Pantag Shoal		
Shoal	16	21	"It said Panatag Shoal is an integral part of Philippine territory, 124 nautical miles from the nearest base-point in Zambales."	RAISED AREA | Geography: banks & embankments ['shoal']	MWE | Pantag Shoal		
Shoal	60	65	"Eight Chinese fishing vessels were anchored off Scarborough Shoal, the Philippine government said on Wednesday, as Albert del Rosario, the country's foreign affairs secretary, called in Ma Keqing, the ambassador, for talks."	RAISED AREA | Geography: banks & embankments ['shoal']	MWE | Scarborough Shoal		
Shoal	44	49	"Chinese officials, who refer to Scarborough Shoal as Huangyan Island, have in the past asserted Chinese sovereignty over the area."	RAISED AREA | Geography: banks & embankments ['shoal']	MWE | Scarborough Shoal		
Shoal	303	308	"The Philippine Foreign Affairs Department said the situation developed Tuesday when the Chinese surveillance ships placed themselves between the Philippine patrol boat BRP Gregorio del Pilar and several Chinese fishing boats, GMA News reported The face-off was playing out near Scarborough, or Panatag, Shoal, which both the Philippines and China claim."	RAISED AREA | Geography: banks & embankments ['shoal']	MWE | Scarborough Shoal		
shoulder	63	71	"#41-5 The lorry had been abandoned since Wednesday on the hard shoulder of the ""Eastern Motorway"", near the Hungarian border."	ROAD SIDE | Roads: motorways ['shoulder']	MWE | hard shoulder		
shoulder	48	56	"Males stand 3.2-4 .0 m ( 10-13 ft ) tall at the shoulder and weigh 4,700-6 ,048 kg ( 10,000-13 ,330 lb ) , while females stand 2.2-2 .6 m ( 7.2-8 .5 ft ) tall and weigh 2,160-3 ,232 kg ( 4,800-7 ,130 lb ) ."	BODY PART | The human torso ['shoulder']	-		
shoulder	25	33	"#39-7 It was on the hard shoulder between Neusiedl and Parndorf, closer to Parndorf."	ROAD SIDE | Roads: motorways ['shoulder']	MWE | hard shoulder		
shoulder	80	88	"#39-10 The Krone published an image of a non-articulated food lorry on the hard shoulder, which they report is the vehicle in question."	ROAD SIDE | Roads: motorways ['shoulder']	MWE | hard shoulder		
sort	96	100	"The big question is whether the Spanish state can afford on its own to put into these banks the sort of capital that is necessary or whether they will have to go for emergency help from the eurozone bailout fund or the IMF, said BBC business editor Robert Peston."	TYPE | Categories and varieties ['sort']	-		
sort	188	192	"#16-3 In a ceremony described by the press as highly emotional, Obama cited his choice of Biden as a running mate as one of the best of his career and described their few arguments as the sort that brothers would have and Biden himself as ""a lion of American history."""	TYPE | Categories and varieties ['sort']	-		
sovereign	21	30	"China insists it has sovereign rights to all of the South China Sea, even waters close to the coast of other countries and hundreds of miles from its own mainland."	GOVERNMENT | Politics - general words ['sovereign']	-		
sovereign	42	51	"Companies must raise £28 trillion Chinese sovereign wealth fund stops buying Euro debt Surprise weakening in China import and exports Spain nationalises Bankia as euro crisis escalates Germany warns Greece 'no bailout agreement, no aid' Bankia, in which the state is taking a 45pc stake as a crisis measure to save    it from crippling bad loans, had €37.5bn in exposure to the property sector    at the end of 2011."	GOVERNMENT | Politics - general words ['sovereign']	MWE | sovereign wealth fund		
sovereign	28	37	"The Philippines says it has sovereign rights over waters within its 200-nautical-mile exclusive economic zone, and that its position is supported by international law."	GOVERNMENT | Politics - general words ['sovereign']	MWE | sovereign right		
speak	81	86	An official who spoke on condition of anonymity because he was not authorized to speak to the press said Yitzhak Levanon returned to Cairo Sunday through Istanbul.	SAY WORDS | Saying & uttering ['speak_1']	-		
speak	78	83	The official spoke on condition of anonymity because he was not authorized to speak to the press.	SAY WORDS | Saying & uttering ['speak_1']	-		
speak	51	56	"#28-28 Saying his lawyer had instructed him not to speak about the events of Saturday inside the home, Conley did have the following to say about the Jackson children: ""They were growing up to be monsters, they were disrespectful, rude in school."	SAY WORDS | Saying & uttering ['speak_1']	-		
speak	38	43	"#28-20 Tuesday, Conley was allowed to speak to reporters at an administrative segregation unit of the Harris County Jail."	SAY WORDS | Saying & uttering ['speak_1']	-		
speak	270	275	The first recorded case of an actor performing took place in 534 BC ( though the changes in calendar over the years make it hard to determine exactly ) when the Greek performer Thespis stepped on to the stage at the Theatre Dionysus and became the first known person to speak words as a character in a play or story .	SAY WORDS | Saying & uttering ['speak_1']	-		
steady	28	34	"#25-3 Continuing a trend of steady employment growth, the United States economy added 215,000 jobs in July, the Bureau of Labor Statistics said on Friday."	GRADUAL | Slow and moving slowly ['steady']	-		
steady	70	76	"#25-1 US economy adds 215,000 jobs in July; unemployment rate remains steady at 5.3% The Bureau of Labor Statistics reported that the US economy added 215,000 jobs in July."	FIRM	-		
steady	88	94	"#25-9 While sluggish wage growth remains a pocket of weakness in the economic recovery, steady payroll gains averaging 242,000 per month over the past twelve months have led observers to consider a Federal Reserve interest rate hike as increasingly likely, according to The New York Times."	GRADUAL | Slow and moving slowly ['steady']	-		
storm	145	150	A local witness said a separate group of attackers disguised in burqas — the head-to-toe robes worn by conservative Afghan women — then tried to storm the compound.	ATTACK | Attacking & invading ['storm_1']	-		
storm	68	73	"The Chinese Embassy said the fishing boats had taken shelter from a storm in the lagoon, and that Philippine troops including some who were armed went into the lagoon and harassed the fishermen."	VIOLENT WEATHER | Precipitation: stormy weather ['storm_1']	-		
stormed	64	71	"Also Monday, the Observatory and the LCC said government troops stormed the Damascus suburb of Qaboun where they conducted raids and deployed snipers on roofs of buildings."	ATTACK | Attacking & invading ['storm_1']	-		
stormed	156	163	"Israel's ambassador to Cairo has travelled to Egypt for the first time since he and his staff were evacuated from the country in September after protesters stormed the Israeli embassy, a Foreign Ministry official said on Sunday."	ATTACK | Attacking & invading ['storm_1']	-		
stormed	112	119	"A general atmosphere of anti-Israel sentiments came to a head on Sept. 10, when hundreds of Egyptian protesters stormed the Israeli embassy and tore apart its security wall, forcing Prime Minister Benjamin Netanyahu to order the emergency evacuation of Levanon and some 80 of his staff and their families back to Israel."	ATTACK | Attacking & invading ['storm_1']	-		
strain	86	92	"#42-58 This species of fungus does appear in Finland, but we chose to use a different strain from Denmark (with thanks to Prof. J. Eilenberg and the laboratory technician Louise Lee Munch Larsen from the University of Copenhagen)."	TYPE | Species & genders ['strain']	-		
strain	123	129	"#42-59 Animals can adapt to local strains ('local adaptation'), and just to make sure we thought it would be good to use a strain of fungus that the ants definitely did not evolve specific resistances against."	TYPE | Species & genders ['strain']	-		
stuff	50	55	"You always hear the mom's yelling at midnight and stuff."""	THING(S) | Groups and collections of things ['stuff']	MWE | and stuff		
stuff	67	72	"A pastor at the church the family attended described it as ""normal stuff."""	THING(S) | Groups and collections of things ['stuff']	-		
style	124	129	"#17-8 However, Justice Antonin Scalia in his dissenting opinion derided the majority decision: ""The opinion is couched in a style that is as pretentious as its content is egotistic."	WAY | Ways of achieving things ['style_1']	-		
style	52	57	"His use of Russian language formed the basis of the style of novelists Ivan Turgenev , Ivan Goncharov , and Leo Tolstoy , as well as that of subsequent lyric poets such as Mikhail Lermontov ."	WAY | Ways of achieving things ['style_1']	-		
style	59	64	"The 1900 Universal Exhibition in Paris spread the `` Mucha style '' internationally , of which Mucha said `` I think ( the Exposition Universelle ) made some contribution toward bringing aesthetic values into arts and crafts . ''"	WAY | Ways of achieving things ['style_1']	MWE | Mucha style		
style	24	29	The roof of the Mudéjar style church features paintings of martyrs of the Order of Saint Dominic .	WAY | Ways of achieving things ['style_1']	MWE | Mudéjar style		
style	227	232	"Alfons Maria Mucha ( Czech pronunciation : ( ˈalfons ˈmuxa ) ( listen ) ; 24 July 1860 - 14 July 1939 ) , known in English as Alphonse Mucha , was a Czech Art Nouveau painter and decorative artist , known best for his distinct style ."	WAY | Ways of achieving things ['style_1']	-		
style	16	21	"The Art Nouveau style however , was one that Mucha attempted to disassociate himself from throughout his life ; he always insisted that rather than maintaining any fashionable stylistic form , his paintings were entirely a product of himself and Czech art ."	WAY | Ways of achieving things ['style_1']	MWE | Art Nouveau style		
style	47	52	The construction is of the Italian Renaissance style and was built in the late 17th century .	WAY | Ways of achieving things ['style_1']	-		
style	110	115	"Amongst the most controversial provisions was the establishment of a number of ` destination casinos ' in the style of Las Vegas , commonly referred to in the media as ` super casinos ' Initial drafts of the act proposed eight regional casinos but concerns expressed in the national media and by a range of addiction related social and religious groups meant that the final revision of the act permitted only one casino of the largest size , referred to as a ` regional casino ' , with a further eight ` large ' and eight ` small ' casinos of a smaller sizes and with reduced jackpot limits ."	WAY | Ways of achieving things ['style_1']	-		
style	30	35	"Observers have noted that his style is similar to Blek le Rat , who began to work with stencils in 1981 in Paris ."	WAY | Ways of achieving things ['style_1']	-		
Suite	220	225	"Shock: Locals in Bellaghy, County Derry, are said to be stunned by the tragic shooting, which happened in Brenda O'Neill's rented house 'All three were arrested in the Toome area and have been taken to the Serious Crime Suite at Antrim police station.'"	SET OF ROOMS | Parts of buildings: rooms ['suite']	MWE | Serious Crime Suite		
Suite	83	88	All three were arrested in the Toome area and have been taken to the Serious Crime Suite at Antrim police station.	SET OF ROOMS | Parts of buildings: rooms ['suite']	MWE | Serious Crime Suite		
suspicion	32	41	A man and a woman questioned on suspicion of assisting an offender have been released.	BELIEF IN SOMEONE'S GUILT | Guesses and assumptions ['suspicion']	MWE | on suspicion		
suspicion	62	71	"An 18-year-old man from Moreton, Wirral, has been arrested on suspicion of murder."	BELIEF IN SOMEONE'S GUILT | Guesses and assumptions ['suspicion']	MWE | on suspicion		
suspicion	63	72	"He added: At around 11.10am, a 26-year-old man was arrested on suspicion of murder and a 28-year-old male and 28-year-old female were arrested on suspicion of assisting an offender."	BELIEF IN SOMEONE'S GUILT | Guesses and assumptions ['suspicion']	MWE | on suspicion		
suspicion	57	66	A 26-year-old man is still being questioned by police on suspicion of murder.	BELIEF IN SOMEONE'S GUILT | Guesses and assumptions ['suspicion']	MWE | on suspicion		
suspicion	64	73	"He added: 'At around 11.10am, a 26-year-old man was arrested on suspicion of murder and a 28-year-old male and 28-year-old female were arrested on suspicion of assisting an offender."	BELIEF IN SOMEONE'S GUILT | Guesses and assumptions ['suspicion']	MWE | on suspicion		
suspicion	39	48	"A 26-year-old man, who was arrested on suspicion of murder, remains in custody assisting police with their inquiries."	BELIEF IN SOMEONE'S GUILT | Guesses and assumptions ['suspicion']	MWE | on suspicion		
suspicion	56	65	"Another man and a woman, both aged 28, were arrested on suspicion of assisting an offender."	BELIEF IN SOMEONE'S GUILT | Guesses and assumptions ['suspicion']	MWE | on suspicion		
suspicion	233	242	Battles first erupted on Saturday between residents of Jabal Mohsen and the nearby neighbourhood of Bab al-Tebbaneh -- populated mainly by Sunni Muslims opposed to Assad's regime -- after security forces arrested a Sunni Islamist on suspicion he was linked to a terrorist organisation.	BELIEF IN SOMEONE'S GUILT | Guesses and assumptions ['suspicion']	MWE | on suspicion		
suspicion	57	66	A 22-year-old from Liverpool was arrested in the city on suspicion of murder on Saturday and he remains in custody.	BELIEF IN SOMEONE'S GUILT | Guesses and assumptions ['suspicion']	MWE | on suspicion		
suspicion	56	65	A 26-year-old man was arrested in nearby Toomebridge on suspicion of murder within an hour of the shooting and is still being questioned by the Police Service of Northern Ireland (PSNI).	BELIEF IN SOMEONE'S GUILT | Guesses and assumptions ['suspicion']	MWE | on suspicion		
suspicion	212	221	"#41-1 Four men go before Hungarian court after 71 found dead in lorry To write, edit, start or view other articles on Austria, see the Austria Portal Four foreign men have today gone before a court in Hungary on suspicion of people smuggling."	BELIEF IN SOMEONE'S GUILT | Guesses and assumptions ['suspicion']	MWE | on suspicion		
suspicion	47	56	"A 21-year-old man was arrested on April 30, on suspicion of murder and was released on bail until May 29 pending further enquiries."	BELIEF IN SOMEONE'S GUILT | Guesses and assumptions ['suspicion']	MWE | on suspicion		
suspicion	32	41	The 18-year-old man arrested on suspicion of murder has been taken to a police station where he will be interviewed by detectives.	BELIEF IN SOMEONE'S GUILT | Guesses and assumptions ['suspicion']	MWE | on suspicion		
suspicion	147	156	"He added: 'At around 11.10am, a 26-year-old man was arrested on suspicion of murder and a 28-year-old male and 28-year-old female were arrested on suspicion of assisting an offender."	BELIEF IN SOMEONE'S GUILT | Guesses and assumptions ['suspicion']	MWE | on suspicion		
suspicion	146	155	"He added: At around 11.10am, a 26-year-old man was arrested on suspicion of murder and a 28-year-old male and 28-year-old female were arrested on suspicion of assisting an offender."	BELIEF IN SOMEONE'S GUILT | Guesses and assumptions ['suspicion']	MWE | on suspicion		
suspicion	63	72	"Police say a man and woman, both aged 28, who were arrested on suspicion of assisting an offender were both released unconditionally last night."	BELIEF IN SOMEONE'S GUILT | Guesses and assumptions ['suspicion']	MWE | on suspicion		
suspicion	43	52	"A man and woman, both aged 28, arrested on suspicion of assisting an offender were released, without charge, on Saturday evening."	BELIEF IN SOMEONE'S GUILT | Guesses and assumptions ['suspicion']	MWE | on suspicion		
suspicion	125	134	"Sussex Police issued a statement this morning, saying: ""The 22-year-old from Liverpool was arrested in the city yesterday on suspicion of murder   and arrived into custody in Sussex last night."	BELIEF IN SOMEONE'S GUILT | Guesses and assumptions ['suspicion']	MWE | on suspicion		
suspicion	54	63	"A 21-year-old man was arrested on Monday 30 April, on suspicion of murder and was released on bail until 29 May while police continued investigating."	BELIEF IN SOMEONE'S GUILT | Guesses and assumptions ['suspicion']	MWE | on suspicion		
suspicion	56	65	"Another man and a woman, both aged 28, were arrested on suspicion of assisting an offender but were released unconditionally on Saturday night by detectives."	BELIEF IN SOMEONE'S GUILT | Guesses and assumptions ['suspicion']	MWE | on suspicion		
tablet	60	66	"The deal allows Google to expand into manufacturing phones, tablet computers and other consumer devices for the first time."	COMPUTER | Computer hardware ['tablet']	MWE | tablet computers		
tablet	150	156	Conditions put on the rubber stamp from China's Ministry of Commerce included Google keeping its Android software for gadgets such as smartphones and tablet computers free and open for at least five years.	COMPUTER | Computer hardware ['tablet']	MWE | tablet computers		
tablet	179	185	"Google will acquire 17,000 patents with the purchase of Motorola Mobility and has been strengthening its patent portfolio as the fight for dominance in the booming smartphone and tablet market increasingly involves lawsuits claiming infringement of patented technology."	COMPUTER | Computer hardware ['tablet']	-		
theatre	48	55	"#3-7 Anastasia Slonina, an actress working in a theatre in Moscow called Teatr.doc, known for liberal plays, filed rape charges on Pavlensky and his partner Oksana."	PERFORMING ARTS | Theatre - general words ['theatre']	-		
theatre	9	16	#3-8 The theatre claims to have a CCTV video footage of Pavlensky and other men beating Slonina's boyfriend in the parking lot on October 31.	PERFORMING ARTS | Theatre - general words ['theatre']	-		
Title	48	53	"#23-11 Everson argues Fox News, in violation of Title 11, ""structure[d] the debates to promote or advance one candidate over another"" through a July 27 change to its criteria that replaced a pre-existing one percent polling threshold with a threshold admitting those ""consistently"" included in ""recognized"" polls."	PART OF MWE	Title 11		
Title	44	49	"#23-2 Everson argues his exclusion violates Title 11 of the U.S. Code of Federal Regulations in that debate hosts must not ""structure the debates to promote or advance one candidate over another"", and must ""use pre-established objective criteria to determine which candidates may participate in a debate."""	PART OF MWE	Title 11		
Title	81	86	"#23-13 Furthermore, Everson argues the Fox News criteria are not ""objective,"" as Title 11 requires, because they fail to define the terms ""consistently"" and ""recognized"" when referring to polls."	PART OF MWE	Title 11		
told	148	152	"Journalists Adem Ozkose and Hamit Coskun were abducted by militiamen who had blocked a road and were stopping cars and abducting passengers, Ozkose told reporters in Istanbul on Sunday."	"SPEAK | Announcing, informing & stating ['tell']"	-		
told	105	109	"Fighting flared in Tripoli again on Monday leaving one person dead and nine wounded, a security official told AFP."	"SPEAK | Announcing, informing & stating ['tell']"	-		
told	162	166	"Banks have until the end of the year to move their holdings of repossessed property into asset management firms for a fire sale, Economy Minister Luis de Guindos told a news conference."	"SPEAK | Announcing, informing & stating ['tell']"	-		
told	9	13	"Fr Dolan told BBC Radio Ulster: ""When Brenda was under attack, Lauren dived in to save her and in the process lost her own life."	"SPEAK | Announcing, informing & stating ['tell']"	-		
told	76	80	"The text is being finalised after talks with the banks, a government source told the Reuters news agency, adding that both the new provisions and the ""bad bank"" scheme would be approved on Friday."	"SPEAK | Announcing, informing & stating ['tell']"	-		
told	17	21	Another neighbor told deputies that Thomas sent a text message in the middle of the night saying she wanted to be cremated with her children.	"SPEAK | Announcing, informing & stating ['tell']"	-		
told	175	179	"The Philippine navy was sending additional vessels toward the shoal, which lies about 200 kilometers (124 miles) from the nearest Philippine coast, a Philippine navy official told The Associated Press."	"SPEAK | Announcing, informing & stating ['tell']"	-		
told	36	40	"Unless she left a note somewhere or told somebody, she may have taken it to the grave."""	"SPEAK | Announcing, informing & stating ['tell']"	-		
told	70	74	"One of the boys, police believe it was Joel, was covered in blood and told the neighbor his mom had shot them."	"SPEAK | Announcing, informing & stating ['tell']"	-		
told	17	21	"Another neighbor told deputies that Thomas sent a text message in the middle of the night saying she wanted to be cremated with her children, Goodyear said."	"SPEAK | Announcing, informing & stating ['tell']"	-		
told	54	58	"Zhang Hua, a spokesman for China's embassy in Manila, told AFP on Wednesday he had no comment on the latest standoff."	"SPEAK | Announcing, informing & stating ['tell']"	-		
told	126	130	"Madrid will charge two independent auditing firms with valuing banks' exposure    to the collapsed property sector, ministers told a news conference after a    cabinet meeting."	"SPEAK | Announcing, informing & stating ['tell']"	-		
told	143	147	"The government wants complete transparency, clarity is crucial to end    any doubt about Spain's solvency, Economy Minister Luis de Guindos    told the conference."	"SPEAK | Announcing, informing & stating ['tell']"	-		
told	76	80	"The text is being finalized after talks with the banks, a government source told Reuters, adding that both the new provisions and the ""bad bank"" scheme would be approved on Friday."	"SPEAK | Announcing, informing & stating ['tell']"	-		
told	132	136	"Two independent auditing firms will be responsible for valuing banks' exposure to the nation's collapsed property sector, ministers told a news conference after a cabinet meeting."	"SPEAK | Announcing, informing & stating ['tell']"	-		
told	167	171	"Israel's ambassador to Egypt, Yitzhak Levanon, returned to Cairo on Sunday after he was evacuated in September following an attack on the embassy, an airport official told AFP."	"SPEAK | Announcing, informing & stating ['tell']"	-		
told	88	92	"More and more people are starting to believe that the election results are not fair, he told Interfax."	"SPEAK | Announcing, informing & stating ['tell']"	-		
told	236	240	"The message was that instead of signing a strategic partnership deal with Afghanistan, he should think about taking his troops out from Afghanistan and leave it to Afghans to rebuild their country,"" Taliban spokesman Zabihullah Mujahid told Reuters by telephone from an undisclosed location."	"SPEAK | Announcing, informing & stating ['tell']"	-		
told	197	201	"Yitzhak Levanon, who will be retiring at the end of the month, departed to Cairo for several days in order to bid farewell to friends and colleagues, Foreign Ministry deputy spokesman Lior Ben-Dor told Xinhua."	"SPEAK | Announcing, informing & stating ['tell']"	-		
told	248	252	"A definitive clean-up of troubled banks, as well as an accelerated 2014 budget, are among a package of reforms that could win centre-right Prime Minister Mariano Rajoy more time from the European Union to hit tough deficit targets, EU sources have told Reuters."	"SPEAK | Announcing, informing & stating ['tell']"	-		
told	28	32	"Moments later, the neighbor told the authorities that she heard several more gunshots."	"SPEAK | Announcing, informing & stating ['tell']"	-		
told	25	29	"Also, a friend of Thomas told police she texted him during the night that she wanted to be cremated with her four children, Goodyear said."	"SPEAK | Announcing, informing & stating ['tell']"	-		
told	102	106	"The mother, Tanya Thomas, 33, called them back home, Brevard County Sheriff's Office Lt. Tod Goodyear told reporters."	"SPEAK | Announcing, informing & stating ['tell']"	-		
told	67	71	"No suicide note was found in the home, but Goodyear said a witness told police he received a text from Thomas at about 3 a.m. that said she wanted to be cremated with the children."	"SPEAK | Announcing, informing & stating ['tell']"	-		
told	10	14	Gorbachev told the Interfax news agency that authorities must hold a fresh election or deal with a rising tide of discontent.	"SPEAK | Announcing, informing & stating ['tell']"	-		
told	136	140	"The government will also charge two independent auditing firms with valuing banks' exposure to the collapsed property sector, ministers told a news conference after a cabinet meeting."	"SPEAK | Announcing, informing & stating ['tell']"	-		
told	28	32	"Parish priest Fr Andy Dolan told UTV the feeling in the area is one of ""shock and horror."""	"SPEAK | Announcing, informing & stating ['tell']"	-		
told	135	139	"The pressure right now is very high and the discredit would be huge if the reform was not to be approved this Friday, a banking source told"	"SPEAK | Announcing, informing & stating ['tell']"	-		
told	3	7	"He told the BBC: ""I'd say they were close in life and in death couldn't be closer."""	"SPEAK | Announcing, informing & stating ['tell']"	-		
told	11	15	"A neighbor told police that three of the children had banged on his door shortly before 5 a.m., Goodyear said."	"SPEAK | Announcing, informing & stating ['tell']"	-		
told	27	31	The government in February told banks to set aside €50 billion ($64.5 billion) in rainy-day funds to protect them against losses in the property market and elsewhere.	"SPEAK | Announcing, informing & stating ['tell']"	-		
told	153	157	"The country's leaders have to admit that there were numerous falsifications and rigging and the results do not reflect the will of the people, Gorbachev told Interfax, according to the AFP."	"SPEAK | Announcing, informing & stating ['tell']"	-		
told	36	40	Taliban spokesman Zabiullah Mujahid told AFP the attack was a message to Obama to say the militants would continue to fight until all foreign forces had left.	"SPEAK | Announcing, informing & stating ['tell']"	-		
told	21	25	"A resident of Madrid told Al Jazeera: ""It's not the fault of the people who bought their homes with mortgages that they might not have been able to afford."	"SPEAK | Announcing, informing & stating ['tell']"	-		
told	220	224	"On Facebook, more than 12,000 people signed up to a page announcing an opposition rally for Saturday - and many of them have never taken part in political demonstrations Mariya Boyarintseva, a 24-year-old event manager, told The Associated Press that she has never been to a political rally before but she was going to Saturday's protest."	"SPEAK | Announcing, informing & stating ['tell']"	-		
told	125	129	"Our stand since we agreed to acquire Motorola has not changed and we look forward to closing the deal, a Google spokesperson told AFP."	"SPEAK | Announcing, informing & stating ['tell']"	-		
told	106	110	"Fighting flared in Tripoli again on Monday, leaving two people dead and nine wounded, a security official told the AFP news agency."	"SPEAK | Announcing, informing & stating ['tell']"	-		
told	36	40	"#18-9 Ahmed al-Aouri, a PIJ member, told al-Araby newspaper ""the Islamic Jihad Movement — in which Khader Adnan is a leading member — will not be bound by any truce agreement if he comes to any harm."""	"SPEAK | Announcing, informing & stating ['tell']"	-		
told	68	72	"#9-27 Camila Nunes, a sociologist of the Federal University of ABC, told the AFP ""medium- and long-term policies to reduce the vulnerability of certain social groups [and] to prioritize prevention rather than repression"" are needed."	"SPEAK | Announcing, informing & stating ['tell']"	-		
told	92	96	"#41-14 ""There was also a Syrian travel document found"" police spokesman Hans Peter Doskozil told journalists ""so of course our first assumption is that these people were migrants, and likely a group of Syrian migrants."	"SPEAK | Announcing, informing & stating ['tell']"	-		
told	70	74	"#19-9 Some bodies have been identified by blood sampling, an official told newspaper Jakarta Globe."	"SPEAK | Announcing, informing & stating ['tell']"	-		
told	54	58	"#30-7 Fernando Portillo, a local police spokesperson, told local media the vehicle was parked there because police were responding to an emergency."	"SPEAK | Announcing, informing & stating ['tell']"	-		
told	56	60	"#10-9 ""We have waited for you for a very long time,"" he told the troops."	"SPEAK | Announcing, informing & stating ['tell']"	-		
told	43	47	"#3-20 About returning to Russia, Pavlensky told BBC, ""I have no desire to return like a lamb to the slaughter, especially a slaughter that is desired, by the state."""	"SPEAK | Announcing, informing & stating ['tell']"	-		
told	70	74	"#41-19 Slovak chicken meat company Hyza, a previous owner, previously told Wikinews the lorry has changed hands several times in roughly the last year."	"SPEAK | Announcing, informing & stating ['tell']"	-		
told	44	48	#27-9 South Korea's Ministry of Unification told both Reuters and BBC it was monitoring the situation but Choe has not been seen publicly since December.	"SPEAK | Announcing, informing & stating ['tell']"	-		
told	20	24	#6-12 Obama's staff told the press WikiLeaks founder Julian Assange's promise to agree to U.S. extradition if Manning was granted clemency had nothing to do with the decision.	"SPEAK | Announcing, informing & stating ['tell']"	-		
told	46	50	"#26-14 IKEA spokesperson Anna Pilkrona-Godden told BBC News, ""Our thoughts are with those affected,"" and said the store is closed for the time being."	"SPEAK | Announcing, informing & stating ['tell']"	-		
told	229	233	"#34-1 North Korea puts military in 'quasi-state of war' According to Yonhap news agency, quoting North Korea's main news agency Korean Central News Agency (KCNA), the country's military has been placed on high alert and has been told to prepare a ""quasi-state of war""."	"SPEAK | Announcing, informing & stating ['tell']"	-		
told	100	104	"#15-9 ""It's a third country that is building up its military presence on our borders in Europe,"" he told the BBC."	"SPEAK | Announcing, informing & stating ['tell']"	-		
told	14	18	#28-14 Conley told investigators he used to live with Valerie Jackson and broke into the home after she had changed the locks.	"SPEAK | Announcing, informing & stating ['tell']"	-		
told	53	57	"#39-16 ""We are truly sorry about [the] tragedy"" they told us in a statement."	"SPEAK | Announcing, informing & stating ['tell']"	-		
told	12	16	#39-20 Hyza told us the new owners have not changed the branding on the vehicle.	"SPEAK | Announcing, informing & stating ['tell']"	-		
told	55	59	"Prior to Thespis ' act , stories were only known to be told in song and dance and in third person narrative ."	"SPEAK | Announcing, informing & stating ['tell']"	MWE | told in songs		
towards	54	61	"The oldest child, Pebbles, could be seen walking back towards the family home, Goodyear said."	MOVEMENT | Describing movement towards ['towards']	-		
towards	54	61	The tail of Epidexipteryx also bore unusual vertebrae towards the tip which resembled the feather-anchoring pygostyle of modern birds and some oviraptorosaurs .	POSITION | Closeness in distance and time ['towards']	-		
train	87	92	"The pact, agreed last month, sees the possibility of American forces staying behind to train Afghan forces and pursue the remnants of al-Qaeda for 10 years after 2014."	PREPARE | Teaching in general ['train']	-		
train	177	182	"Even after the U.S. combat mission is concluded in 2014, it is likely that thousands of U.S. troops will remain for some years to conduct counterterrorism strikes and otherwise train and advise Afghan forces, and help the Afghans collect and exploit intelligence on insurgents and other military targets."	PREPARE | Teaching in general ['train']	-		
treated	62	69	"They got her to safety, although she died shortly after being treated by emergency personnel."	GIVE MEDICAL CARE | Medical treatment: treating & caring for people ['treat']	-		
treated	15	22	A man is being treated at Tallaght hospital after he drove himself to a prison for help after he was injured in the attack.	GIVE MEDICAL CARE | Medical treatment: treating & caring for people ['treat']	-		
treated	12	19	He is being treated at Tallaght  Hospital but his injuries are not thought to be life-threatening.	GIVE MEDICAL CARE | Medical treatment: treating & caring for people ['treat']	-		
treated	18	25	"#21-7 After being treated at a Japanese medical centre, he was moved about two months after the accident to a hospital in Nice."	GIVE MEDICAL CARE | Medical treatment: treating & caring for people ['treat']	-		
types	18	23	There are several types of aviation altitude : These types of altitude can be explained more simply as various ways of measuring the altitude : The Earth 's atmosphere is divided into several altitude regions : Regions on the Earth 's surface ( or in its atmosphere ) that are high above mean sea level are referred to as high altitude .	GROUP | Categories and varieties ['type']	-		
types	53	58	There are several types of aviation altitude : These types of altitude can be explained more simply as various ways of measuring the altitude : The Earth 's atmosphere is divided into several altitude regions : Regions on the Earth 's surface ( or in its atmosphere ) that are high above mean sea level are referred to as high altitude .	GROUP | Categories and varieties ['type']	-		
types	10	15	"Different types of land rights laws exist in Australia , allowing for the grant of land to Indigenous Australians under various conditions ."	GROUP | Categories and varieties ['type']	-		
underground	42	53	Banksy 's work was made up of the Bristol underground scene which involved collaborations between artists and musicians .	PEOPLE | Nomadic & alternative lifestyles ['underground']	MWE | Bristol underground scene		
